entrega_id,fecha_planificada,fecha_real,entrega_completa,entrega_a_tiempo,entrega_completa_a_tiempo,costo_preparacion,venta,rotura_stock,pedidos_proveedores,pedidos_retrasados,volumen_stock_recibido,horas_recepcion,tiempo_produccion,tiempo_programado,produccion_real,produccion_teorica,productos_buenos
336,2023-02-27,2023-02-27,True,True,True,2248.2479190563504,119053.76207350711,False,4,2,196,8,7.823511660625497,8,17.206081838766018,18,16.779103118495513
337,2024-08-31,2024-08-31,True,True,True,1333.3260790764198,96221.24465223131,False,1,0,268,13,7.694861199445745,8,17.93248533297479,19,17.760573958463333
338,2024-09-08,2024-09-08,True,True,True,1799.045966141881,133201.84197198416,False,4,0,308,5,8.956452813525516,9,17.75852683396612,19,17.698997255736288
339,2024-12-20,2024-12-20,True,True,True,2256.3052918549474,125336.47995368887,False,2,0,213,11,7.211515595311035,8,14.589679569459234,16,13.912920466253835
340,2024-12-15,2024-12-15,True,True,True,2197.9161983420727,106165.37488171634,False,4,0,315,9,6.807256451820774,8,15.962986690050126,18,15.813194955710776
341,2023-12-03,2023-12-03,True,True,True,3324.5331436002434,126264.90401510558,False,1,0,464,5,8.633974236059261,9,12.837153844675253,13,12.405721622181446
342,2023-03-14,2023-03-16,True,False,False,2500.3550607829816,118245.5117027049,False,4,0,178,9,7.692686224762582,8,12.000399661260484,13,11.815243129316004
343,2024-11-16,2024-11-21,True,False,False,1401.9360894500269,118378.76024520141,False,1,0,283,7,7.755560796098159,8,17.185277752276058,19,17.008213653945276
344,2024-09-21,2024-09-21,True,True,True,2714.670411400867,123796.39648385966,False,2,0,243,14,8.661100253661537,9,14.178174317484066,15,13.601420226082412
345,2023-08-21,2023-08-21,True,True,True,2299.605177510255,145243.9653782322,True,3,1,352,14,7.535782293323622,8,9.846932824277529,10,9.613092462205028
346,2024-08-12,2024-08-12,True,True,True,2368.670239841916,116636.13054588863,True,1,0,304,11,7.806919638559534,8,9.602688425138528,11,9.472147768129657
347,2023-07-02,2023-07-03,True,False,False,2530.042997307582,123883.1200542345,False,2,0,455,10,8.092587831145854,9,14.093952851244103,15,13.666649231850158
348,2023-03-12,2023-03-12,True,True,True,2728.8110518666417,116184.29108202977,False,1,0,291,7,8.648821565910545,9,13.024230312929479,14,12.78674867681852
349,2023-04-03,2023-04-03,True,True,True,2840.592825062057,125020.19270996864,False,1,0,113,11,8.589859807906471,9,13.937072939862372,15,13.42063768098096
350,2023-06-18,2023-06-20,True,False,False,2790.0494208176033,125434.56460954106,False,2,0,205,9,8.862779621476347,9,10.550591377204487,11,10.50976257055286
351,2023-03-22,2023-03-23,True,False,False,2423.2559840155163,99401.95012591677,True,2,0,238,9,7.916700472665946,9,11.552084003480264,13,11.421787756087488
352,2024-04-04,2024-04-04,True,True,True,2876.7307258291644,126172.40454356383,False,4,1,234,13,7.669635505114189,8,12.8326041228369,15,12.495600051912602
353,2024-07-09,2024-07-11,True,False,False,2569.1490583999553,114957.79036077841,False,4,2,347,10,7.13762074622461,8,14.760395404256329,16,14.33909644348554
354,2023-12-18,2023-12-20,True,False,False,2858.896747561906,114645.78122666651,False,1,0,325,13,8.223687250734281,9,13.883133960707347,16,13.220319384704208
355,2023-08-20,2023-08-23,True,False,False,2387.449900120615,111576.29194272656,False,1,0,209,12,7.793941885564407,9,12.108938804633224,14,11.967625033521474
356,2023-05-19,2023-05-21,True,False,False,1586.6699914953883,121410.07479699036,False,2,0,374,14,7.118250244396195,8,8.643461044035574,10,8.392427351630595
357,2024-06-13,2024-06-16,True,False,False,1692.0566062947637,122996.47687837348,False,3,0,354,6,7.692122208747433,8,9.972027176023287,11,9.774188669631547
358,2023-09-15,2023-09-15,True,True,True,2292.6921251115136,129440.0614266149,True,1,0,496,9,7.8790987019470435,8,15.654477524413025,18,15.114156744742033
359,2023-12-28,2023-12-28,True,True,True,1693.9905496637364,112208.8202963732,False,2,0,110,14,6.8484006225661425,8,12.883969688641383,14,12.335085738801686
360,2023-08-07,2023-08-09,True,False,False,2431.532505695298,123914.883731305,False,3,0,399,14,7.162171243595232,8,8.63005985139346,10,8.43086214846947
361,2024-11-24,2024-11-24,True,True,True,2186.0533311083555,91081.67401049793,False,2,0,132,11,8.497081663334198,9,13.851747316083223,14,13.30100351127765
362,2024-01-12,2024-01-12,True,True,True,1783.8756723900535,114394.54823922027,False,3,0,391,13,7.252642138949167,8,12.276302149126943,13,12.055562418485007
363,2023-11-05,2023-11-05,False,True,False,2161.8793958787883,109056.35202449857,False,1,0,306,14,7.728918282769785,9,12.507412195921303,14,12.11302480368996
364,2024-12-30,2024-12-30,False,True,False,2611.54378019025,130561.84139626095,False,2,0,249,8,7.138776601052864,8,12.034042711555998,13,11.436764918589596
365,2024-04-16,2024-04-16,True,True,True,3331.038370507334,120527.75516297822,False,3,1,479,14,8.373809771441193,9,12.880810101527432,13,12.426726653937457
366,2024-02-24,2024-02-25,True,False,False,2024.5688572666559,118211.44878491692,True,4,0,442,10,6.874646109830829,8,15.932428723181163,16,15.544167578976621
367,2023-05-25,2023-05-25,True,True,True,2024.365303430849,113961.09884344215,False,4,2,399,11,6.999421999531699,8,11.782912307104858,13,11.677186973172377
368,2023-02-24,2023-02-23,True,True,True,3406.7038492577117,116571.21138442436,False,4,0,468,11,7.8988068858826335,9,12.066347615017579,14,11.491421372504899
369,2023-02-27,2023-02-27,True,True,True,1845.6108439615355,139343.8852790853,True,1,0,196,5,8.293927580033833,9,17.602520884790717,19,17.522310955360883
370,2023-03-12,2023-03-12,True,True,True,996.1838301531213,125711.79406219209,False,4,0,297,13,7.788374713703709,8,9.998189403723481,10,9.525758110867693
371,2023-10-04,2023-10-04,True,True,True,2087.650069821604,133334.88499505067,False,4,0,283,11,8.925354965257851,9,10.665679705348142,12,10.31754774285194
372,2023-07-20,2023-07-20,True,True,True,2339.7687251201783,120247.63538095803,False,4,1,424,11,8.038140119168075,9,14.879976514863053,16,14.43777728581692
373,2024-03-04,2024-03-04,True,True,True,2461.805181866583,118524.80435381943,False,2,2,367,6,7.822215111006665,8,10.224591033847098,12,10.171283265323762
374,2023-10-15,2023-10-15,True,True,True,3226.6377380212725,119217.69340941482,False,4,1,312,5,7.405403508865803,8,14.826625171533756,16,14.415570195093618
375,2023-01-27,2023-01-28,True,False,False,2319.984251502521,125242.04170901547,False,2,0,137,13,7.661801537072616,8,16.915172280214524,17,16.87976723444049
376,2024-01-24,2024-01-24,True,True,True,2257.8865592590237,129231.22267770887,False,2,0,378,8,6.861988828537569,8,12.652417213121511,13,12.107711035717259
377,2023-05-15,2023-05-15,True,True,True,1996.7047917951145,114136.39314028707,False,2,0,207,14,7.089921531722916,8,17.233158672562656,18,16.894806640950346
378,2024-05-17,2024-05-17,True,True,True,2665.099337082797,119946.32527606518,False,3,0,277,9,8.068052975041745,9,10.440800660989142,12,10.416425133210671
379,2024-08-01,2024-08-01,True,True,True,2142.0767293360673,111855.27885554919,False,4,0,233,7,7.666893661356253,8,15.887122916986538,18,15.38404039278242
380,2024-06-19,2024-06-21,True,False,False,1783.2370138557521,98948.8881193721,False,3,0,207,13,7.773508149823069,9,14.296277272786536,15,13.805081630558005
381,2023-12-21,2023-12-21,False,True,False,2150.2576104195964,127085.60314856644,False,2,0,422,7,8.252540585981857,9,16.76984640111734,17,16.645573738326124
382,2023-01-13,2023-01-13,True,True,True,2877.3666490339047,121994.23985986767,False,4,0,134,7,8.100598406044227,9,14.017976061748952,16,13.700385618800173
383,2023-04-26,2023-04-26,True,True,True,2476.3146487277822,104178.23236653872,False,4,0,325,6,8.276380313544514,9,14.315091835160477,16,13.925059719123368
384,2023-11-22,2023-11-23,True,False,False,2824.7152331015313,125817.7895971889,False,4,0,171,9,7.575688850273707,8,14.565240531709726,15,14.020359810876391
385,2023-06-15,2023-06-15,True,True,True,1551.7888119701638,119924.17112078959,False,4,1,324,10,7.8464459017629355,9,10.221512281897988,11,9.949242368280217
386,2024-01-10,2024-01-10,True,True,True,2885.558875731027,133056.2676156801,False,2,0,146,9,7.262069666862754,8,15.570741819328834,16,15.546989352904518
387,2023-08-12,2023-08-13,True,False,False,2048.6501678887334,129469.28468357056,False,4,0,163,8,6.829573285563587,8,16.36363612388954,19,15.727916897913001
388,2024-07-04,2024-07-03,False,True,False,3165.1908428290303,133210.61738353467,False,3,1,142,10,7.703929763936227,9,10.37463279282676,12,9.889223734968013
389,2024-05-23,2024-05-23,True,True,True,1970.7796831791736,95019.3898250706,False,4,0,184,5,7.967081882779684,8,9.9715672933817,10,9.802953439485707
390,2023-08-06,2023-08-06,True,True,True,2004.3548091798393,129205.98242711816,False,3,0,243,9,7.843635061821961,8,16.956814984017793,17,16.52778988671354
391,2024-03-13,2024-03-14,True,False,False,1961.9786102756768,122158.19473218604,False,1,0,419,10,7.105110993186717,8,14.596141884522245,15,14.421013653491535
392,2023-09-21,2023-09-23,True,False,False,2798.379323150925,99763.46021987833,False,1,0,391,8,7.021098381887209,8,14.882541148532528,15,14.433527868227138
393,2023-04-03,2023-04-03,True,True,True,3133.8257555939867,122887.28003009837,False,3,2,189,7,7.550779895529744,8,16.34129452892915,17,16.07593710206353
394,2024-10-08,2024-10-08,True,True,True,1951.7993177474445,130945.75820454325,False,3,0,252,10,7.77542116584411,8,17.912112309889103,19,17.71638852937939
395,2024-05-20,2024-05-20,True,True,True,2483.479543963361,140609.5943646251,False,1,0,484,9,8.937814615910652,9,15.749559577033692,18,15.522939325852247
396,2023-11-27,2023-11-27,True,True,True,2488.488770782295,113665.71035802847,True,4,0,115,5,7.079454975382178,8,16.24709958212784,18,16.111187513939154
397,2024-12-30,2024-12-30,True,True,True,2614.5734172495563,119552.54415244017,False,2,0,414,11,7.11075392602997,8,9.843723597340293,10,9.402466413760987
398,2024-08-13,2024-08-13,True,True,True,2623.6564905698083,105004.08449141817,False,1,0,155,7,8.75471555386166,9,11.330542534369492,13,10.8233083862016
399,2024-08-17,2024-08-18,True,False,False,2674.1708696230635,111021.6993357437,False,4,0,279,9,8.127987159179376,9,16.28792810626808,18,15.660348944511457
400,2024-09-03,2024-09-03,True,True,True,2986.3088213538713,118894.64402992318,False,2,0,101,8,8.560296324495033,9,9.9784011009292,10,9.82207877664337
401,2024-05-09,2024-05-11,True,False,False,2752.4330765889003,116092.4158693548,False,1,0,346,7,7.7145555445403895,8,17.430432458826452,19,17.378574480704955
402,2023-03-10,2023-03-12,True,False,False,2449.7621397141475,119426.09296998457,False,1,0,242,10,8.718339940815895,9,12.272169029657546,13,11.748206665523444
403,2023-06-21,2023-06-23,False,False,False,2909.4018878686315,121579.57602780954,False,1,0,295,11,8.566497905204859,9,12.835837978971952,13,12.51678751498101
404,2023-08-24,2023-08-24,False,True,False,2246.4261286139194,118198.2644346492,False,2,0,230,14,7.112793985799524,8,16.224008916903042,18,16.208907069339418
405,2024-03-05,2024-03-05,True,True,True,2702.1677388153043,110877.05036817247,False,4,0,209,9,7.735297180761306,9,18.23583730126653,19,17.482664128062137
406,2023-06-11,2023-06-11,True,True,True,2772.893356766178,98284.28595239553,False,2,1,297,14,7.863914529802878,8,9.572429235327665,10,9.212887387897997
407,2023-12-20,2023-12-20,True,True,True,2327.417647275102,124892.54535076328,False,4,0,197,13,7.951694865754363,8,12.448876909422799,13,12.23994701399956
408,2024-12-19,2024-12-19,True,True,True,2576.9650965495025,125190.36078049627,False,2,0,266,13,7.331232442360923,8,10.68454153105195,12,10.67506223835959
409,2024-10-08,2024-10-08,True,True,True,2819.9517004917666,106841.14257673762,False,2,0,260,11,7.385480234335162,8,9.441951176406624,11,9.40027810909689
410,2024-12-17,2024-12-16,True,True,True,3884.4461548138042,114065.27324263606,False,2,0,245,13,8.485308426317768,9,9.195904395182335,10,8.84913538666414
411,2023-03-11,2023-03-13,True,False,False,2872.7225198923584,119774.22393502743,False,4,0,188,9,7.017957706254586,8,14.129129154398488,16,13.53893145137748
412,2023-08-14,2023-08-15,True,False,False,2071.915079669125,120355.66074032994,False,4,0,422,6,7.167730803860292,8,13.925425272550095,14,13.430680234630609
413,2024-03-27,2024-03-28,True,False,False,2930.7182628164023,122513.16648238103,False,1,0,123,7,8.639027143974538,9,15.521286652304195,16,15.401494985156821
414,2024-05-10,2024-05-10,True,True,True,1864.2944089129624,107527.07354969847,True,3,0,128,7,8.71661238746144,9,15.385085216321972,18,14.709376319397013
415,2024-05-16,2024-05-16,True,True,True,2833.1348360217617,125779.78523639558,False,2,0,143,8,8.861668640804814,9,15.320746986851528,17,14.71987477056811
416,2023-08-19,2023-08-20,True,False,False,2704.818059341997,123569.72759266927,False,3,0,315,5,7.574180099961084,8,13.964006247496382,14,13.640369729829196
417,2024-06-06,2024-06-06,True,True,True,2861.413447492756,121117.99158203388,False,1,1,440,8,7.781774697353361,8,12.384648954085149,13,12.077026915608554
418,2023-01-26,2023-01-26,True,True,True,1976.9394574687478,124734.07415712466,False,1,0,390,9,8.49622442096034,9,17.469972320068717,18,17.310840153462408
419,2024-04-12,2024-04-12,True,True,True,2222.963136383005,123821.30504396635,False,2,0,304,14,7.955712957077363,8,14.651643853490452,17,14.24689430898018
420,2024-05-12,2024-05-12,True,True,True,2204.556318784589,122882.29130345295,False,2,1,404,6,7.301460795941131,8,12.16693203082075,14,11.818679064004343
421,2024-04-18,2024-04-19,True,False,False,2507.5914712702165,110251.93424077157,False,1,0,285,8,8.79507422354641,9,14.418319752309962,16,14.278077285623652
422,2024-03-21,2024-03-23,True,False,False,1654.6641861967742,110215.00454133394,False,3,1,219,9,8.100961490366945,9,12.957745074970633,13,12.81078331371513
423,2024-06-06,2024-06-06,True,True,True,1554.048049373188,116143.15335949468,True,2,0,111,7,7.6068342295186335,8,11.592318726729916,13,11.119604366077319
424,2023-05-14,2023-05-14,True,True,True,2831.1250928478694,110696.94302145555,True,2,0,154,5,7.045975079391093,8,10.31265325498775,11,10.03555757472206
425,2023-05-01,2023-05-01,True,True,True,3160.207004891917,111255.64351660082,False,2,0,497,12,7.760616892701497,9,16.856604274640638,17,16.836789050721
426,2023-01-25,2023-01-25,True,True,True,976.1113438032016,115761.64578100624,True,2,0,152,7,7.999352817271608,8,9.68008452210031,10,9.442789870590696
427,2024-08-21,2024-08-21,True,True,True,1963.2804404462559,125988.48007436607,False,4,0,370,8,8.594169400332945,9,14.184155582720749,15,14.043608969289181
428,2024-05-18,2024-05-17,True,True,True,2660.688159540728,115214.61699577046,False,2,0,494,7,7.669744369950063,8,14.92773431788331,17,14.205583354634697
429,2023-01-21,2023-01-22,False,False,False,2458.6767659866796,140997.5839832656,False,3,0,359,12,7.045663344739999,8,10.300667430230806,12,9.858862212366194
430,2023-08-31,2023-08-31,True,True,True,1577.495996783251,127855.91130165302,False,4,0,255,5,8.71384745192628,9,10.361679832966088,12,9.976655372437632
431,2023-08-17,2023-08-17,True,True,True,2022.256751364403,123693.31021156131,False,3,0,479,11,7.872808637500167,8,13.34100690449359,15,13.18577039951442
432,2023-02-11,2023-02-11,True,True,True,2215.275112753945,118759.78612610004,False,4,0,199,9,7.763804613959278,8,15.384705527817026,17,14.902666673443894
433,2024-03-16,2024-03-17,True,False,False,3132.234245339053,116175.09841087155,False,1,0,231,14,8.129157121306822,9,16.862122617154256,18,16.7873743588556
434,2024-01-02,2024-01-02,True,True,True,3175.5570449933575,132927.45289518207,False,1,0,389,14,7.688611425461982,8,11.292089163546008,12,10.821653578380921
435,2023-08-22,2023-08-22,True,True,True,2977.9687378821823,121386.52625472852,False,2,0,246,9,7.803549575722952,8,9.82423474401774,10,9.565361538027002
436,2023-01-22,2023-01-22,False,True,False,2501.5738634531635,132299.90368438684,False,4,1,478,6,7.597308543911213,8,9.753310336815561,10,9.734590202816836
437,2024-12-12,2024-12-12,True,True,True,2307.163684511076,124345.02646091305,False,3,0,388,12,8.821426256286875,9,16.914806464069457,17,16.4515226857835
438,2024-01-11,2024-01-12,False,False,False,1961.5122268347454,130358.84661553583,False,2,0,238,12,7.382320090811146,8,8.745424733113833,10,8.55547565049335
439,2024-02-25,2024-02-25,True,True,True,3189.234813730752,121158.24587226946,False,4,1,320,13,7.9200957524281455,8,12.560584716947467,14,11.985542870718126
440,2023-04-25,2023-04-25,True,True,True,2165.6241432112274,117753.77076408523,False,3,0,493,13,6.845079475452777,8,13.35133204158089,15,12.96515222734856
441,2024-12-18,2024-12-19,True,False,False,2413.834921637717,106399.45345582398,False,1,0,457,11,8.764085699980443,9,14.256799323811498,16,14.24254641887272
442,2024-07-23,2024-07-24,True,False,False,2222.277603567499,120218.65742182222,False,4,0,332,6,7.173433685364811,8,13.755758270892182,16,13.388290780695858
443,2024-10-18,2024-10-18,True,True,True,2894.17151042971,113629.21493749644,False,1,0,239,9,7.031229313631561,8,15.406427479824979,18,15.207152048602167
444,2023-01-31,2023-02-03,True,False,False,3021.5306886474064,133624.0193543841,False,4,0,208,11,7.799829991742545,8,12.94832004762928,15,12.56871772484909
445,2024-08-25,2024-08-25,True,True,True,3479.2371505657497,101814.46465313296,False,4,1,468,6,8.946294397716814,9,11.140877017321682,12,10.59697492703772
446,2024-07-03,2024-07-03,False,True,False,2430.7438776963877,115761.09957677647,False,1,0,275,13,7.714321250891716,8,14.973833775123534,15,14.573491506998632
447,2023-06-12,2023-06-12,True,True,True,2646.7404764369835,114935.91891699086,False,2,0,185,14,8.312593906711857,9,13.526770501565338,14,13.230632130171305
448,2023-05-13,2023-05-13,False,True,False,2691.4482281055443,126889.83952725054,False,4,0,138,9,8.999281657173483,9,13.839479563532194,15,13.191516124303675
449,2023-02-23,2023-02-23,True,True,True,3766.193800119172,119791.03723395261,False,3,0,212,5,7.121656624854365,8,12.419533709868428,13,12.327610067590417
450,2023-08-07,2023-08-07,False,True,False,2853.064274554663,131907.46116025248,False,3,0,274,6,8.348128054214362,9,15.827202270901598,17,15.62905700256464
451,2024-07-05,2024-07-05,True,True,True,2480.052808124144,105957.60433738411,False,3,0,468,14,7.292979674680913,8,9.083012126006425,10,8.830368800890957
452,2024-09-19,2024-09-19,True,True,True,2844.582228537168,113163.65717713612,False,2,1,428,7,7.1441202530694605,8,16.054232015514312,18,15.53156274531512
453,2023-08-17,2023-08-17,True,True,True,2696.317057825484,124535.85523509218,False,1,0,458,13,7.684663068285566,8,11.46300639226893,13,11.344100493774018
454,2023-01-16,2023-01-16,False,True,False,2963.038116819869,129036.85641792954,False,1,0,302,12,7.662282544729048,9,15.820691667503572,16,15.716248715168103
455,2023-12-29,2023-12-31,True,False,False,1888.911967424494,124197.10820358676,False,4,0,252,5,7.606371365512461,8,13.074982089348925,15,12.710233375822735
456,2024-04-25,2024-04-25,True,True,True,1985.7375071604138,111244.92154352838,True,1,0,192,8,7.857692398787901,8,8.985286920605557,10,8.618603152160262
457,2024-05-17,2024-05-17,True,True,True,2458.2017858206837,120695.15623700451,False,2,0,260,12,8.509708976783877,9,15.140243190969414,17,14.663697554283582
458,2023-12-10,2023-12-10,True,True,True,1057.9227821188329,120842.01008339372,False,1,0,476,12,7.26082288875795,8,9.623498526107436,10,9.273354940972489
459,2024-04-06,2024-04-06,True,True,True,2439.4359370279085,129074.87586221471,False,4,1,220,6,7.998830074624999,9,14.774101338217282,15,14.61301382997865
460,2023-01-23,2023-01-23,True,True,True,2581.599229748179,115817.67214445077,False,1,0,445,12,7.166842562972586,8,13.664324411874288,15,13.312517870977445
461,2023-04-16,2023-04-17,False,False,False,2316.420740023068,118166.65656499215,False,3,0,151,5,7.429606768022746,8,16.347517842153433,19,15.903203292500635
462,2023-10-14,2023-10-14,True,True,True,3290.731861741664,116903.40187814311,False,3,0,302,8,8.859946567236632,9,17.619247477229994,18,16.816491011361695
463,2024-08-16,2024-08-16,True,True,True,2266.62059402428,105170.15568017581,False,2,0,164,6,8.246502505922935,9,9.99029648253058,11,9.888378020146755
464,2023-05-29,2023-05-30,True,False,False,2170.79503244083,124624.53986127127,False,2,1,302,12,7.827807872528579,9,15.784052902055254,17,15.684988321540454
465,2024-12-06,2024-12-06,True,True,True,2757.3357771941146,116231.6232050344,False,2,0,141,7,8.728580558796804,9,16.77067528503757,19,16.49986058823957
466,2024-02-20,2024-02-20,True,True,True,1891.5516448299163,133633.7651353834,False,2,0,407,13,8.270117113733312,9,9.697726364395638,10,9.342384826708367
467,2023-12-22,2023-12-22,True,True,True,1052.2211500110411,119149.59693855135,False,3,0,310,11,8.043115214245443,9,9.83026135424741,10,9.77563218269817
468,2023-06-14,2023-06-14,True,True,True,3064.827274360154,121568.81147760773,False,3,1,231,9,8.606879007623307,9,10.8160799260654,11,10.5142614583245
469,2023-06-25,2023-06-25,True,True,True,3042.099122021771,122103.03040221996,False,1,0,210,7,7.669917437023543,8,17.739955673196974,19,17.122878049033098
470,2023-03-12,2023-03-12,False,True,False,2289.644384704066,115767.07758308601,False,1,0,406,10,7.142223915212057,8,16.768880906295355,18,16.39979425083489
471,2023-06-13,2023-06-13,True,True,True,2127.6215223800814,116696.23936659022,False,2,0,406,12,8.644672667758766,9,10.320437116103836,11,9.875772400065593
472,2023-10-04,2023-10-04,True,True,True,2806.8854278949543,123754.55857627252,False,4,0,330,14,7.818691364213424,9,9.532536437370487,10,9.17973460242081
473,2024-06-23,2024-06-28,True,False,False,2530.9416764435678,110724.46669188273,False,2,0,416,5,7.949494490858778,8,15.300945729317856,17,14.778012027349373
474,2024-12-09,2024-12-09,True,True,True,3025.746248129344,125693.65918593774,False,4,1,380,7,7.771312986155378,8,18.80656793437486,19,18.59050751796632
475,2023-10-05,2023-10-05,True,True,True,2206.792425555613,113802.27871746122,False,4,1,114,9,8.890004066098214,9,12.228711348173057,14,11.841451110956285
476,2024-01-14,2024-01-14,True,True,True,3358.665556977776,136092.8252448832,False,2,1,214,14,7.338621638782404,8,12.911404523431706,15,12.412222909181727
477,2023-12-25,2023-12-28,True,False,False,1794.471584466959,128031.54742614023,False,2,0,444,7,6.893254902070071,8,15.84170664339575,18,15.616070662633273
478,2024-12-29,2024-12-29,True,True,True,2501.987478258591,125924.77984120716,False,2,0,414,13,7.910333472072032,9,14.47971940662261,15,13.948015131359947
479,2023-04-15,2023-04-15,True,True,True,3079.3051833708505,121165.62349241944,True,4,0,262,6,7.3526990608336,8,11.058686805322838,12,10.96739702966794
480,2023-09-27,2023-09-27,True,True,True,2114.399850225355,102260.30383887871,False,4,0,102,7,7.720668690882273,9,8.911124793461493,10,8.822532202920168
481,2024-06-04,2024-06-04,True,True,True,2151.191774695472,110459.45545895412,False,3,0,457,9,8.413949616887376,9,12.121385793962606,13,11.913006466662763
482,2024-05-30,2024-05-30,True,True,True,1794.7863980878851,130858.21319228745,False,3,0,468,14,8.684510496010516,9,18.307988991093612,19,17.67238000729999
483,2024-12-13,2024-12-15,True,False,False,2542.978694008608,114128.45840968796,False,1,0,402,6,7.368527951017308,8,14.687423249096396,17,14.296842028687045
484,2024-08-18,2024-08-18,True,True,True,3092.090508183607,130361.57261138504,False,1,1,431,6,7.306195802627184,8,15.622130803516434,16,15.123926682014485
485,2024-04-07,2024-04-07,True,True,True,2186.8877021817752,121449.49240205459,False,3,0,289,13,8.69117814994479,9,17.11516316178551,18,16.694722281929664
486,2023-02-02,2023-02-05,True,False,False,2258.1914302222817,128417.80774784012,False,4,0,215,5,8.58673332268418,9,14.8391424418735,15,14.52732540115143
487,2023-12-27,2023-12-27,True,True,True,2226.428930601772,126658.08389037356,False,1,0,156,12,7.215330200197289,8,12.112679860045114,14,11.916389415048286
488,2024-10-04,2024-10-04,True,True,True,3274.585157889702,127901.26212618825,True,1,0,406,8,7.460828653633754,8,8.964599873419019,10,8.901288294751788
489,2024-10-14,2024-10-14,True,True,True,1972.1802551007017,116463.14240432993,False,4,0,464,6,8.255653998683941,9,13.712224497598498,14,13.20900051466185
490,2024-02-09,2024-02-09,True,True,True,3225.6273284773065,112605.8556839731,True,1,0,424,9,7.915844578752655,8,14.25470534247963,16,13.872359519007844
491,2023-05-24,2023-05-26,True,False,False,2515.745781130998,126900.73676336612,False,4,0,498,7,8.32171421257478,9,16.671330338991943,19,16.142055250731225
492,2024-06-18,2024-06-18,True,True,True,1825.911477286255,120156.82236471624,False,1,0,202,11,8.682893898704727,9,10.419368509980767,11,9.907964222888511
493,2024-08-22,2024-08-22,True,True,True,3314.652441452157,118853.53486488853,False,2,0,353,6,7.083959757764011,8,9.951609931988628,10,9.61402238003122
494,2024-01-10,2024-01-10,True,True,True,2743.0842989832504,116747.01075676436,False,3,0,398,9,8.713363734453269,9,11.687441862958433,13,11.109380048973803
495,2024-01-16,2024-01-16,False,True,False,2547.2538265236954,109517.48836280948,False,2,0,377,5,7.189407979002737,8,9.816401144892913,11,9.551784706675585
496,2023-01-30,2023-01-30,True,True,True,2806.120007453457,123980.9477935328,False,1,0,390,5,7.729607524618158,8,11.140485627729495,13,10.931021943698646
497,2023-04-06,2023-04-06,True,True,True,3166.6936501102123,125818.73956823205,False,2,1,178,7,7.182142360166965,8,13.45747673807566,15,13.175521463179246
498,2024-06-21,2024-06-23,True,False,False,3524.315765398891,108653.34670118558,False,2,0,443,7,7.7692871518408575,8,16.425933383313573,19,15.995620497958559
499,2023-06-05,2023-06-05,True,True,True,1679.6827798574404,110432.30668295432,False,3,1,429,13,7.365639781289412,8,9.976875080087325,11,9.728418755468045
500,2024-12-12,2024-12-12,True,True,True,1840.5157508487446,120201.06466869099,False,1,0,370,12,8.9288643139699,9,16.071645920690656,17,15.971188240023421
501,2024-09-05,2024-09-05,False,True,False,2211.6991116285144,112620.41443674984,False,2,1,122,12,7.8490627885252815,9,11.251850246661956,13,10.749688229536586
502,2023-09-01,2023-09-01,True,True,True,2472.3427206939236,124270.6465627171,False,4,2,172,14,8.418793294795064,9,15.529562969744505,17,14.76031405859031
503,2024-09-06,2024-09-06,True,True,True,2328.397036578481,99142.07561094996,False,2,0,101,12,8.872535885723728,9,15.03972589132666,16,14.810678890424736
504,2023-06-14,2023-06-14,True,True,True,2433.2439385578296,121436.80445017731,False,1,0,465,10,7.184795305683719,8,8.575761206248423,10,8.165788832702033
505,2023-08-28,2023-08-31,True,False,False,2998.6329768489572,114519.1209949208,False,3,0,274,6,8.30455929861674,9,17.064029670205237,19,17.033242758175113
506,2023-08-14,2023-08-14,True,True,True,2604.7006809989616,114390.44022611568,False,1,0,137,13,7.791159867418361,9,9.291243916837393,10,9.20986988297638
507,2024-07-22,2024-07-22,True,True,True,2308.0626293346086,122022.8040762122,False,4,0,230,5,7.384961402556769,8,10.40498759539926,11,9.951869327321765
508,2024-01-01,2024-01-01,True,True,True,2240.666640189395,128532.01545051555,False,2,0,435,11,7.739647227171671,9,14.115359768074311,15,13.49422878881123
509,2023-03-29,2023-04-01,True,False,False,1720.9636320732434,148334.95611894273,False,3,1,160,14,7.026966435592088,8,15.808639525204157,18,15.062666734689593
510,2024-07-11,2024-07-10,True,True,True,3144.781612082723,120355.22430777957,False,3,0,460,10,8.561968697637077,9,11.202027694827157,12,11.003616983890955
511,2024-06-30,2024-06-30,True,True,True,2755.0621806250374,113506.3518038612,False,2,0,162,12,8.26269286113933,9,11.810667775621416,13,11.335021458667711
512,2024-11-10,2024-11-10,True,True,True,1854.4802125750396,123285.6984967732,False,4,0,225,14,6.945152794686191,8,13.992660210024908,16,13.546831060991542
513,2024-10-14,2024-10-14,True,True,True,1875.0898302053179,117347.62459529798,False,2,0,130,5,8.967425664757775,9,9.022903704164268,10,8.89739530381953
514,2024-11-18,2024-11-20,True,False,False,2381.7755816320705,118803.80375631229,False,2,0,428,6,7.628738374863963,8,14.72569611199831,16,14.360811582493499
515,2023-08-23,2023-08-23,True,True,True,1771.706013370318,138658.4455228527,False,1,0,151,6,7.165713095356791,8,8.62886558230423,10,8.505524207028602
